IRIS|LIBIRIS|COM|LIBCOM|DISP_MED14|DISP_D114|DISP_D914
010040101|Les Perouses-Triangle d'Activite|01004|Ambérieu-en-Bugey|18213,3|9701,5|29940,0
010040102|Longeray-Gare|01004|Ambérieu-en-Bugey|16777,8|9577,9|28590,0
010040201|Centre-St Germain-Vareilles|01004|Ambérieu-en-Bugey|19140,7|10518,0|31531,3
010040202|Tiret-Les Allymes|01004|Ambérieu-en-Bugey|23382,2|13522,0|38243,0
010330101|Coupy-Vanchy|01033|Bellegarde-sur-Valserine|19947,4|9425,2|44688,0
010330102|Centre Ville|01033|Bellegarde-sur-Valserine|18644,6|9583,4|37189,0
010330201|Arc Vouvray-Gare-Chatillon|01033|Bellegarde-sur-Valserine|22123,0|10600,0|45174,8
010330202|Plateau de Musinens|01033|Bellegarde-sur-Valserine|17192,7|9394,5|34866,7
010330301|Arlod|01033|Bellegarde-sur-Valserine|18957,0|10330,3|36090,0
010530101|Centre-Ville|01053|Bourg-en-Bresse|18338,9|9197,0|36316,7
010530102|Champ-de-Foire|01053|Bourg-en-Bresse|19219,0|10274,5|36655,0
010530103|Prefecture|01053|Bourg-en-Bresse|20538,0|10487,0|47254,0
010530201|Citadelle|01053|Bourg-en-Bresse|18994,0|10249,6|34557,9
010530202|Mail|01053|Bourg-en-Bresse|16308,2|8541,3|28979,6
010530203|Peloux|01053|Bourg-en-Bresse|19428,9|10738,5|32623,3
010530301|Gare|01053|Bourg-en-Bresse|22055,5|12163,0|42314,7
010530302|Brou|01053|Bourg-en-Bresse|18968,0|10259,4|34484,0
010530401|Vennes-Ouest|01053|Bourg-en-Bresse|18741,0|9893,8|31926,3
010530402|Vennes-Est|01053|Bourg-en-Bresse|20917,5|12667,7|35527,3
010530501|Baudieres|01053|Bourg-en-Bresse|22307,3|11744,7|40448,0
010530502|Sardieres|01053|Bourg-en-Bresse|20043,3|11113,0|37061,3
010530503|Croix-Blanche|01053|Bourg-en-Bresse|13855,2|8132,9|22283,0
010530601|Pont-des-Chevres|01053|Bourg-en-Bresse|14680,0|8359,3|25652,0
010530602|Reyssouze-Ouest|01053|Bourg-en-Bresse|14248,0|8094,0|23845,3
010530603|Reyssouze-Est|01053|Bourg-en-Bresse|12862,0|8286,8|19821,3
010530604|Cenord-Grand-Challes|01053|Bourg-en-Bresse|20695,5|10861,3|33459,5
010530701|Granges-Bardes-Alagnier|01053|Bourg-en-Bresse|19400,4|10745,3|31791,5
012830102|Zus Centre|01283|Oyonnax|14069,0|8756,8|22068,7
012830103|Zus Nord Est|01283|Oyonnax|14791,9|9154,0|23563,3
012830104|Zus Ouest|01283|Oyonnax|13216,1|8070,0|21103,1
012830201|Ville Sud|01283|Oyonnax|18213,3|9921,0|30958,6
012830202|Ville Est|01283|Oyonnax|17474,5|9562,7|30000,0
012830203|Nierme et Geilles|01283|Oyonnax|15207,4|8973,6|27701,3
012830301|Ville Ouest|01283|Oyonnax|17580,0|9497,4|31386,7
012830303|Ville Nord|01283|Oyonnax|17807,1|9819,4|32184,0
012830304|Exterieur Est|01283|Oyonnax|18974,3|9291,2|32426,0
012830305|Veyziat|01283|Oyonnax|24483,5|15453,0|42234,7
021680101|centre|02168|Château-Thierry|16987,8|8760,0|29624,0
021680201|Chesneaux|02168|Château-Thierry|19720,6|10709,5|36312,5
021680401|Mare Aubry|02168|Château-Thierry|18791,0|10701,5|32990,5
021680501|Vaucrises|02168|Château-Thierry|13055,0|7535,4|21917,0
021680601|Gerbrois-St Martin-Le Buisson-Vincelles|02168|Château-Thierry|21516,0|12162,7|37848,5
021680701|Blanchard|02168|Château-Thierry|16846,7|9034,5|28546,4
021730101|Nord-Ouest|02173|Chauny|14083,8|7971,0|25008,9
021730201|Sud-Ouest|02173|Chauny|17109,3|9026,0|30407,8
021730301|Nord-Est|02173|Chauny|19040,0|9904,0|34315,3
024080101|Saint-Exupery-Moulin Roux|02408|Laon|12029,3|6800,7|22156,7
024080102|Centre Social|02408|Laon|10931,0|6692,5|16999,0
024080103|La Fontaine|02408|Laon|12594,5|6717,4|26209,7
024080201|Cite du Nord|02408|Laon|16439,2|9525,7|28412,7
024080301|Gare Saint-Marcel|02408|Laon|18257,9|9099,2|35412,0
024080401|Individuels|02408|Laon|19969,1|11325,6|38825,7
024080402|Prevert Maraichers|02408|Laon|15370,8|8875,0|23990,0
024080501|Plateau|02408|Laon|18078,9|8230,0|40372,0
024080601|Vaux|02408|Laon|18075,0|9797,5|30050,7
024080801|Montreuil-La Neuville-Marquette|02408|Laon|15991,3|8565,0|28640,0
024080901|Ardon-Leuilly-Semilly|02408|Laon|20769,3|11823,3|38898,7
026910101|centre ville 1|02691|Saint-Quentin|20262,0|9284,7|49202,5
026910102|centre ville 2|02691|Saint-Quentin|22315,2|9155,3|57407,3
026910103|centre ville 3|02691|Saint-Quentin|16971,3|8126,0|35423,0
026910104|centre ville 4|02691|Saint-Quentin|17128,0|8249,0|36940,7
026910201|europe-remicourt 1|02691|Saint-Quentin|18452,0|10185,5|36206,0
026910202|europe-remicourt 2|02691|Saint-Quentin|18809,0|10552,7|31756,0
026910203|europe-remicourt 3|02691|Saint-Quentin|18328,3|10350,4|34003,6
026910204|europe-remicourt 4|02691|Saint-Quentin|12272,6|7378,1|22184,0
026910205|europe-remicourt 5|02691|Saint-Quentin|11472,5|6761,3|18632,2
026910206|europe-remicourt 6|02691|Saint-Quentin|13098,7|7770,4|23216,1
026910207|europe-remicourt 7|02691|Saint-Quentin|14009,0|7808,6|24975,0
026910208|europe-remicourt 8|02691|Saint-Quentin|20580,7|10970,0|38556,2
026910209|europe-remicourt 9|02691|Saint-Quentin|19179,6|9786,4|40530,0
026910301|isle 1|02691|Saint-Quentin|15510,8|8533,8|26121,0
026910302|isle 2|02691|Saint-Quentin|17245,0|9116,3|26530,8
026910303|isle 3|02691|Saint-Quentin|14455,3|8107,3|23014,0
026910304|isle 4|02691|Saint-Quentin|15534,8|8460,8|26304,7
026910401|Saint-Martin-Oestres 1|02691|Saint-Quentin|16535,6|8855,7|28787,5
026910402|Saint-Martin-Oestres 2|02691|Saint-Quentin|16138,3|8992,9|26121,7
026910403|Saint-Martin-Oestres 3|02691|Saint-Quentin|17466,0|9289,5|28402,0
026910501|vermandois 1|02691|Saint-Quentin|15940,5|8832,5|26834,0
026910502|vermandois 2|02691|Saint-Quentin|16043,1|8290,7|29883,6
026910503|vermandois 3|02691|Saint-Quentin|12805,3|7671,3|22048,0
026910504|vermandois 4|02691|Saint-Quentin|18169,0|9633,7|29100,0
026910601|Saint-Jean|02691|Saint-Quentin|16748,1|9041,9|29344,4
027220101|Presles 1|02722|Soissons|13299,5|7938,5|25369,3
027220102|Presles 2|02722|Soissons|10874,2|6741,3|18155,4
027220103|Presles 3|02722|Soissons|12590,0|7374,2|20926,0
027220201|Maupas|02722|Soissons|16086,0|8944,2|24207,3
027220301|Longues Baies|02722|Soissons|23018,0|13582,0|43262,0
027220401|Saint-Crepin|02722|Soissons|14032,0|8081,4|22322,5
027220501|Centre 1|02722|Soissons|22385,0|12856,7|42616,0
027220502|Centre 2|02722|Soissons|17860,5|9012,8|36435,7
027220503|Centre 3|02722|Soissons|18944,2|9422,8|45052,7
027220601|Chevreux|02722|Soissons|12543,0|7310,0|22056,9
027220701|Saint-Waast|02722|Soissons|18857,1|10253,7|31595,0
027220801|Saint-Medard|02722|Soissons|16144,8|9378,9|27198,0
027220901|Gare|02722|Soissons|19628,0|10542,8|40691,0
027380101|Quessy Centre|02738|Tergnier|16716,5|9646,0|27298,9
027380102|Quessy Cite|02738|Tergnier|15656,7|10085,5|23424,0
027380201|Vouel|02738|Tergnier|17489,5|9553,0|27649,6
027380301|Tergnier 1|02738|Tergnier|17195,0|9868,3|30043,5
027380302|Tergnier 2|02738|Tergnier|14790,4|8205,6|24691,1
027380401|Fargniers|02738|Tergnier|17358,6|8959,0|26852,7
028100102|Avenue de Compiegne|02810|Villers-Cotterêts|18654,7|10812,5|32933,6
028100202|Chateau|02810|Villers-Cotterêts|19068,8|10426,7|34234,7
028100302|Pisseleux|02810|Villers-Cotterêts|19883,3|12472,2|30002,5
028100401|Vivieres|02810|Villers-Cotterêts|15046,8|8900,5|23873,6
030950101|Centre Historique|03095|Cusset|17203,0|8995,0|32014,0
030950102|Montbeton-Les Joncheres|03095|Cusset|18847,0|9479,0|31834,8
030950103|Presles-Puybesseau|03095|Cusset|16181,7|8955,3|27184,0
030950105|Champcourt-Zone Industrielle|03095|Cusset|19751,3|12032,0|33566,0
030950106|Zone Verte|03095|Cusset|21660,0|13124,5|35775,0
030950111|Boulaires-Graves-Chambon étendu|03095|Cusset|18897,3|11444,0|32972,5
031850101|Cite Bretonnie-Chatelet-Favieres-Conches|03185|Montluçon|18884,1|8956,5|40802,0
031850102|Dienat-Forges|03185|Montluçon|18482,2|9575,3|36838,7
031850103|Chantoiseau-Faucheroux|03185|Montluçon|18219,3|9885,0|31614,0
031850104|Fours à Chaux|03185|Montluçon|17667,0|9943,0|28002,7
031850105|Montcourtais|03185|Montluçon|15726,0|7928,6|25825,8
031850106|Ville Gozet|03185|Montluçon|15145,0|8250,0|24825,0
031850108|Montgacher-Cordeliers|03185|Montluçon|18915,5|10381,9|32076,7
031850110|Rimard-Marignon|03185|Montluçon|20903,0|11553,3|37494,0
031850111|Saint-Jean|03185|Montluçon|21416,0|12161,0|39005,6
031850112|Les Iles-Buffon|03185|Montluçon|19083,3|10741,3|31705,3
031850113|Fontbouillant|03185|Montluçon|15816,7|8797,4|25668,0
031850114|La Caserne-Les Guineberts|03185|Montluçon|18501,3|9811,3|30731,0
031850115|Bien Assis|03185|Montluçon|14974,5|8050,7|26350,0
031850116|Marais-Villars|03185|Montluçon|18300,0|10035,2|30145,0
031850117|Viviani-Dunlop|03185|Montluçon|15566,0|8790,0|25268,0
031900101|Centre Historique|03190|Moulins|18150,0|8823,9|40326,0
031900102|Centre Moderne|03190|Moulins|18768,7|11122,5|36440,7
031900103|Les Gateaux|03190|Moulins|17928,3|10600,6|29274,0
031900104|Quartier Nord|03190|Moulins|16394,8|8575,7|29399,6
031900105|Decize Bourgogne|03190|Moulins|20771,3|11961,8|34460,0
031900106|Lyon Gare|03190|Moulins|20630,0|10881,0|39308,7
031900107|Quartier Sud Zone 1|03190|Moulins|16280,0|8645,0|27738,7
031900108|Quartier Sud Zone 2|03190|Moulins|14446,0|7703,8|23772,0
031900109|La Madeleine|03190|Moulins|19408,0|11121,0|30893,0
033100101|Hotel de Ville|03310|Vichy|17514,0|8645,0|35622,0
033100102|Marche|03310|Vichy|16240,5|8582,0|30791,1
033100103|Deniere Les Romains|03310|Vichy|16319,5|8691,0|28216,7
033100104|Les Garets-Bellevue|03310|Vichy|18710,6|10545,0|32176,1
033100105|France et Rosieres|03310|Vichy|18035,3|8948,7|34950,0
033100106|Thermal-Vieux-Vican|03310|Vichy|23193,5|10823,0|53417,3
033100107|Les Bains-Republique|03310|Vichy|21650,0|10894,6|45803,3
033100108|Jeanne d'Arc-Stade|03310|Vichy|19816,0|11456,4|36569,3
033100109|Les Ailes|03310|Vichy|13417,3|8141,3|22800,0
033100110|Beausejour-Les Graves-Les Bartins|03310|Vichy|18176,0|10678,3|30031,3
033210101|Centre Ville|03321|Yzeure|21422,1|12744,4|36068,0
033210102|Bellevue Les Ozieres|03321|Yzeure|21207,0|12889,2|34892,7
033210103|Bataillots|03321|Yzeure|19074,4|9873,8|31588,6
033210104|Saint-Bonnet|03321|Yzeure|22099,5|13619,0|37059,3
033210105|Zone Verte|03321|Yzeure|23126,0|15062,0|37821,3
040700101|Les Arches|04070|Digne-les-Bains|18865,8|11343,0|32826,7
040700102|Les Dourbes|04070|Digne-les-Bains|16708,0|8982,4|31662,0
040700103|Peripherie Ouest|04070|Digne-les-Bains|21677,6|11351,7|39647,5
040700104|La Sebe|04070|Digne-les-Bains|18910,0|10831,1|31250,7
040700105|Route de Marseille|04070|Digne-les-Bains|19711,9|10833,5|33936,7
040700106|Route de Nice|04070|Digne-les-Bains|23080,7|12553,3|37106,7
040700107|Centre Ville|04070|Digne-les-Bains|13920,0|7780,7|26339,2
040700108|Ville Nord|04070|Digne-les-Bains|18422,0|9949,7|34666,0
041120101|Manosque Intra-Muros|04112|Manosque|13978,3|7972,0|24893,3
041120102|La Burliere Luquece|04112|Manosque|16429,5|9006,7|31840,7
041120103|Temps Perdu La Trinque|04112|Manosque|16740,0|8979,5|32214,7
041120104|Les Chauvinets|04112|Manosque|19740,8|11207,2|38144,0
041120105|Seminaire Colombier|04112|Manosque|22002,7|11648,8|41230,0
041120106|Montee des Richesses Saint-Lazare|04112|Manosque|20101,3|11135,3|36582,7
041120107|Les Ponches Les Naves|04112|Manosque|14236,5|8263,5|27188,0
041120108|Saint-Pancrace Les Serrets|04112|Manosque|22426,0|12810,4|39846,5
041120109|Peripherie|04112|Manosque|21901,3|11159,0|41547,0
050230102|Grande Boucle|05023|Briançon|18033,2|10002,3|32456,7
050230103|Republique-Sainte Catherine|05023|Briançon|19015,0|11684,0|33883,6
050230104|Briancon Nord|05023|Briançon|20321,7|11871,0|36091,0
050230105|Briancon Sud|05023|Briançon|19220,6|11425,4|32201,5
050610101|Gap Centre|05061|Gap|15908,5|8717,0|28722,0
050610102|Couronne|05061|Gap|18670,0|10743,5|35168,7
050610103|Puymaure Chabanas|05061|Gap|21214,0|12580,7|38243,3
050610104|Peripherie Nord|05061|Gap|22222,1|13425,6|39914,8
050610105|La Gare|05061|Gap|18827,0|11046,5|33396,0
050610106|Rochasson Bonneval|05061|Gap|16910,4|8980,0|32322,8
050610107|Villarobert Saint-Michel|05061|Gap|18157,3|9794,7|30685,6
050610108|Les Fauvins Treschatel|05061|Gap|19490,0|10085,6|34811,0
050610109|Saint-Marguerite Saint-Jean|05061|Gap|22077,0|11736,0|42338,0
050610110|Molines|05061|Gap|18008,0|9960,9|31868,0
050610111|Beauregard|05061|Gap|18239,5|9954,0|30474,0
050610112|Villeneuve|05061|Gap|20205,5|11957,0|34800,4
050610113|Serrebourges Fontreyne|05061|Gap|19907,8|11531,1|32267,0
050610114|Belleaureille Saint-Roch|05061|Gap|20835,5|12721,5|34127,3
050610115|Les Cedres Tournefave|05061|Gap|17552,0|9208,0|31066,0
050610116|Les Essagnieres|05061|Gap|20195,2|12149,4|33734,5
050610201|Romette Commune Associee|05061|Gap|21462,8|13767,0|36726,5
060040101|Les Trois Moulins|06004|Antibes|21052,0|9549,4|35167,7
060040102|Les Semboules|06004|Antibes|22852,0|12450,0|38086,2
060040103|Le Cap|06004|Antibes|25883,0|10735,3|69364,0
060040104|Les Cougoulins-Rastines|06004|Antibes|25191,5|12863,0|48240,6
060040105|La Constance-Le Puy|06004|Antibes|25452,0|12190,4|49201,5
060040106|Les Groules-Les Breguieres|06004|Antibes|22352,0|10591,0|40054,0
060040107|Azurville-Val Claret|06004|Antibes|19589,0|9643,0|35302,7
060040108|La Fontonne|06004|Antibes|20087,8|10590,0|35897,3
060040109|Les Combes|06004|Antibes|21215,9|11949,2|36750,9
060040110|Rabiac-La Paganne|06004|Antibes|23257,0|12231,0|41276,0
060040111|La Colle|06004|Antibes|20286,0|10132,4|39382,0
060040112|Les Prugnons|06004|Antibes|22966,0|12354,3|38579,3
060040114|Lagare|06004|Antibes|20076,0|10480,0|37520,0
060040115|Vieille Ville|06004|Antibes|17301,0|7928,7|37357,4
060040116|Les Bastides|06004|Antibes|21173,0|11267,0|34980,7
060040117|Fontmerle|06004|Antibes|23159,3|12071,7|42703,9
060040118|Laval|06004|Antibes|21246,7|10870,7|40715,3
060040119|l'Estagnol|06004|Antibes|22070,6|12934,7|39969,5
060040120|Saint-Jean|06004|Antibes|20925,2|11245,0|41083,3
060040121|La Badine|06004|Antibes|23398,7|10307,5|46332,7
060040122|Saint-Maymes-Lauvert|06004|Antibes|24010,5|10815,2|50698,7
060040123|Place de Gaulle|06004|Antibes|19609,0|10457,0|36930,0
060040124|Ponteil|06004|Antibes|21700,0|9949,0|45519,3
060040125|Juan Les Pins-Gallice|06004|Antibes|18304,0|8818,9|37818,3
060040126|Pont du Lys-Antibes Les Pins|06004|Antibes|18660,0|9397,7|34395,0
060120101|Beausoleil Superieur|06012|Beausoleil|21809,0|10876,5|41644,0
060120102|Tenao Inferieur|06012|Beausoleil|17919,0|9191,7|36866,7
060120103|Moneghetti Ouest|06012|Beausoleil|19090,0|10288,4|32692,0
060120104|Moneghetti Est|06012|Beausoleil|20076,4|10834,7|36420,7
060120105|Centre|06012|Beausoleil|17836,0|8857,0|35088,8
060270101|Le Centre-Le Haut de Cagnes|06027|Cagnes-sur-Mer|18073,8|9471,7|32482,3
060270102|La Gare|06027|Cagnes-sur-Mer|18238,3|10588,7|29105,0
060270103|l'Hubac|06027|Cagnes-sur-Mer|21257,5|10663,3|38702,0
060270104|Saint-Jean|06027|Cagnes-sur-Mer|23416,8|13180,0|43433,6
060270105|Saint-Veran|06027|Cagnes-sur-Mer|22332,5|11225,6|44873,3
060270107|Juin-Kennedy|06027|Cagnes-sur-Mer|19503,3|10104,0|33318,0
060270108|Le Cros de Cagnes|06027|Cagnes-sur-Mer|19676,6|10502,8|34190,7
060270109|Les Vespins|06027|Cagnes-sur-Mer|22708,1|11908,7|40215,0
060270110|Breguieres Sud|06027|Cagnes-sur-Mer|22063,8|12340,4|39060,5
060270111|Breguieres Nord|06027|Cagnes-sur-Mer|22950,0|12237,8|42520,0
060270112|Le Nord-Est|06027|Cagnes-sur-Mer|24544,7|12895,3|44222,0
060270113|Les Gros Buaux|06027|Cagnes-sur-Mer|22980,9|12787,9|38215,7
060270114|Les Colettes|06027|Cagnes-sur-Mer|21594,3|11595,3|39593,1
060270115|Le Nord-Ouest|06027|Cagnes-sur-Mer|24403,3|12780,8|45592,0
060270116|Le Village du Cros|06027|Cagnes-sur-Mer|20020,0|9698,5|33700,7
060270117|Rn7|06027|Cagnes-sur-Mer|20222,4|10394,0|34491,2
060290101|Moure Rouge|06029|Cannes|23313,0|9720,8|56327,0
060290102|La Source|06029|Cannes|21140,0|9065,0|43678,0
060290103|La Californie|06029|Cannes|24774,9|10273,0|65422,0
060290104|Montfleury|06029|Cannes|21812,8|10626,2|49907,2
060290105|La Peyriere|06029|Cannes|19214,4|9476,3|36863,3
060290106|Terrefial|06029|Cannes|25963,0|10789,0|62573,0
060290107|Camp Long|06029|Cannes|19322,0|9561,9|39262,0
060290108|Carnot|06029|Cannes|16381,5|8900,4|30650,7
060290109|Saint-Nicolas|06029|Cannes|17463,2|8530,0|35505,0
060290110|Gare|06029|Cannes|17296,0|8521,4|40744,0
060290111|Croisette-Palm-Beach|06029|Cannes|20307,8|8030,5|53612,7
060290112|Petit-Juas|06029|Cannes|19004,7|9199,4|40030,0
060290113|Vallergues|06029|Cannes|21318,0|9865,4|43462,7
060290114|Broussailles|06029|Cannes|20136,2|9981,9|37163,3
060290115|Tassigny|06029|Cannes|19673,5|9176,7|37438,3
060290116|Stanislas|06029|Cannes|16698,5|9266,0|42550,3
060290117|Le Vieux Port-Les Iles|06029|Cannes|17714,0|8611,3|40590,0
060290118|Le Grand Jas|06029|Cannes|16880,0|9326,2|29123,0
060290119|Le Riou|06029|Cannes|19303,8|9913,3|41961,5
060290120|Croix des Gardes|06029|Cannes|21472,0|11716,4|42099,3
060290121|Pierre Longue|06029|Cannes|24507,0|10206,7|57586,7
060290122|Font de Veyre|06029|Cannes|21376,7|10882,8|43566,0
060290123|Saint-Joseph|06029|Cannes|18558,5|10615,3|30647,0
060290125|Bocca Centre|06029|Cannes|18051,0|9657,5|29837,6
060290126|Les Muriers|06029|Cannes|18864,5|10872,0|30397,3
060290127|Le Plan|06029|Cannes|17181,3|9714,0|26260,7
060290128|Colline des Puits|06029|Cannes|14000,0|8188,0|23293,3
060290130|Ranguin|06029|Cannes|16607,2|10028,1|27264,0
060290131|Le Grand Saule|06029|Cannes|16613,3|9937,2|29290,0
060290132|Pont d'Avril-L'abadie|06029|Cannes|17369,5|10083,3|31645,0
060300101|Garibondy|06030|Le Cannet|17294,6|9224,2|27310,0
060300102|Hauts de Saint-Jean-Hauts de l'Aubarede|06030|Le Cannet|20663,2|11685,8|35678,5
060300103|Mirandoles|06030|Le Cannet|19938,3|11472,1|32267,0
060300104|Mimosas|06030|Le Cannet|21468,3|12199,0|36692,5
060300105|Blanchisserie|06030|Le Cannet|18487,8|10245,4|29633,3
060300106|Four à Chaux|06030|Le Cannet|20324,6|10608,7|36047,0
060300107|Colombier|06030|Le Cannet|18987,2|10817,5|32799,0
060300108|Maurice Jeanpierre|06030|Le Cannet|20925,0|11012,7|37948,9
060300109|Cougoussoles|06030|Le Cannet|18176,7|9604,0|30390,7
060300110|Europe|06030|Le Cannet|19085,2|9518,9|39233,3
060300111|Tignes et Sevigne|06030|Le Cannet|19454,3|9337,6|35728,0
060300112|Moulieres|06030|Le Cannet|19744,4|10135,5|35428,7
060300113|Aubanel|06030|Le Cannet|17510,3|8985,7|31936,7
060300114|Sainte-Catherine|06030|Le Cannet|19682,0|9700,7|39404,6
060300115|Dolce Farniente|06030|Le Cannet|20720,5|10022,9|39774,7
060300116|Vieux Cannet|06030|Le Cannet|19293,2|8826,1|40766,8
060300117|Collines|06030|Le Cannet|24870,0|9428,0|62502,0
060330101|Ville Nouvelle-La Plaine-Le Planet|06033|Carros|21990,0|13688,0|32340,9
060330102|Ville Nouvelle-Eusiere-Cigales-Espere|06033|Carros|17227,4|9867,2|27372,4
060330103|Ville Nouvelle-Les Arbousiers-l'Aspre|06033|Carros|15502,0|8540,0|24379,0
060330105|Les Ecarts-Village-Plans de Carros|06033|Carros|24308,8|13673,5|40547,0
060690101|Centre Ville Nord|06069|Grasse|17589,5|9514,0|30921,7
060690102|Saint-Francois|06069|Grasse|21587,9|11927,0|39572,0
060690103|Centre Ville Sud-Ouest|06069|Grasse|18684,0|9565,6|32375,4
060690104|Saint-Antoine|06069|Grasse|23202,3|13016,7|39704,8
060690105|Saint-Jacques Nord|06069|Grasse|19003,3|11957,8|30673,3
060690106|Saint-Claude (canton Nord)|06069|Grasse|17832,9|9960,0|30627,5
060690107|Le Plan|06069|Grasse|21191,5|11297,7|34042,0
060690108|Saint-Claude (canton Sud)|06069|Grasse|22348,7|12543,3|36575,7
060690109|Centre Ville Sud-Est|06069|Grasse|16021,6|9095,3|26468,0
060690110|Saint-Mathieu|06069|Grasse|21990,3|12380,4|43877,6
060690111|Secteur Sauvegarde|06069|Grasse|12035,3|5894,7|22240,5
060690112|Plascassier|06069|Grasse|22246,0|11791,4|45717,0
060690113|Les Aspres|06069|Grasse|18581,0|9833,0|34048,7
060690114|Saint-Jacques Sud|06069|Grasse|25612,0|14004,6|45188,3
060690115|Roquevignon-La Marbriere|06069|Grasse|24572,8|12884,0|45583,5
060690116|Magagnosc|06069|Grasse|22307,5|11809,5|42970,0
060690117|Saint-Jean-Saint-Christophe|06069|Grasse|24253,0|12110,6|48181,3
060790102|Le Gavelier-La Tour|06079|Mandelieu-la-Napoule|21061,0|11104,4|34309,3
060790103|Le Roc Fleuri-Capitou (Jeanne d'Arc)|06079|Mandelieu-la-Napoule|23074,0|11816,0|46007,0
060790104|Le Grand Duc-Minelle|06079|Mandelieu-la-Napoule|26572,0|12899,2|53350,7
060790105|Maure Vieille-La Napoule|06079|Mandelieu-la-Napoule|22343,6|10966,0|41453,7
060790106|Cannes Marina-La Roubine|06079|Mandelieu-la-Napoule|21552,2|10353,0|42228,7
060790107|Le Cottage|06079|Mandelieu-la-Napoule|18878,0|9666,1|34681,9
060790108|Le Centre Ville|06079|Mandelieu-la-Napoule|20745,0|11441,3|35196,0
060790109|Les Termes|06079|Mandelieu-la-Napoule|20754,0|11116,7|37156,0
060830101|Madone-Carnoles|06083|Menton|21199,3|10164,0|38687,0
060830102|Riviera|06083|Menton|19742,7|10324,0|36962,0
060830103|Bioves-Casino|06083|Menton|21008,0|10901,0|37681,0
060830104|Hotel de Ville|06083|Menton|18970,0|9869,5|37098,7
060830105|Vieille Ville-Musee|06083|Menton|17053,3|9197,7|31974,0
060830106|Terres Chaudes|06083|Menton|20353,0|10762,7|35361,0
060830201|Vallee de Gorbio|06083|Menton|21367,0|11377,6|37530,6
060830202|Haut Borrigo|06083|Menton|19917,1|11088,0|32430,5
060830203|Saint-Paul-Garavan|06083|Menton|21613,0|10353,3|41658,0
060830204|Ciappes-Fossan|06083|Menton|20502,0|11046,5|35253,0
060830205|Mont Gros|06083|Menton|19517,6|11153,0|32496,0
060830206|Carei-Monti|06083|Menton|18892,7|10601,5|32613,3
060840101|Les Aspres Plan Sarrain|06084|Mouans-Sartoux|27017,8|14187,3|51420,8
060840102|Grand'Piece-Les Plaines|06084|Mouans-Sartoux|23445,7|12501,0|44800,0
060840103|Les Indes Les-Groulles|06084|Mouans-Sartoux|25398,5|13758,9|48710,0
060840104|Les Plantiers-Le Plan|06084|Mouans-Sartoux|23210,6|12505,3|45425,5
060850101|Village-Le Val-Cabrieres|06085|Mougins|22402,6|10699,3|49111,0
060850102|Aubarede-Campelieres|06085|Mougins|22835,0|12403,3|45655,7
060850103|Pibonson-Les Faisses-Ranguin|06085|Mougins|26370,0|13435,0|49738,0
060850104|Saint-Martin-Le Miracle|06085|Mougins|24163,9|11966,7|51059,3
060850105|Les Colles-Camp Lauvas-Font de l'Orme|06085|Mougins|26325,3|11906,8|61020,0
060850107|Valmasque-Notre Dame de Vie|06085|Mougins|24989,3|11764,2|58012,0
060850108|Mougins le Haut|06085|Mougins|24847,8|14064,0|38691,1
060880101|Saleya-Chateau|06088|Nice|22234,0|9894,0|51683,3
060880102|Vieux Nice-Sainte Reparate|06088|Nice|15859,0|6945,6|30529,0
060880103|Vieux Nice-Visitation|06088|Nice|16343,8|8011,7|31414,7
060880201|Garibaldi|06088|Nice|19252,7|9617,0|33279,0
060880202|Port|06088|Nice|19957,3|10141,0|38004,0
060880203|Cassini|06088|Nice|19174,0|8986,0|36857,1
060880204|Barla|06088|Nice|18547,0|9407,0|33855,0
060880205|Riquier-Fontaine de la Ville|06088|Nice|19855,8|9983,0|33563,3
060880206|Bonaparte|06088|Nice|19602,8|9470,0|34423,5
060880301|Republique|06088|Nice|16849,0|8764,1|30064,8
060880302|Pierre Sola|06088|Nice|16836,9|8867,3|30464,0
060880303|Tnl-Beaumont|06088|Nice|19604,0|10888,0|34473,3
060880304|Riquier-Arson|06088|Nice|18311,0|9185,7|31277,2
060880305|Riquier|06088|Nice|18123,8|9589,4|30847,0
060880401|Mont Boron|06088|Nice|30426,0|10477,2|72669,0
060880402|Carnot|06088|Nice|25222,3|11332,0|51090,0
060880403|Mont Alban|06088|Nice|23184,0|12685,2|44413,8
060880404|Bischoffsheim|06088|Nice|27391,0|13674,0|60692,5
060880501|Diables Bleus|06088|Nice|18221,3|9964,0|31462,0
060880502|Saint-Jean d'Angely|06088|Nice|17540,4|9075,3|28675,7
060880503|Saint-Roch-Jean Xxiii|06088|Nice|19819,0|11254,0|31618,0
060880504|Vauban|06088|Nice|18692,2|10406,4|29769,0
060880505|Saint-Roch-Ricolfi|06088|Nice|19647,7|11836,7|30186,7
060880506|Saint-Charles|06088|Nice|17221,3|9657,8|29440,7
060880507|Roquebilliere|06088|Nice|17202,7|9808,5|27084,4
060880508|Pierre Semard|06088|Nice|13807,1|7700,3|23172,2
060880509|Mont Gros|06088|Nice|12704,8|7869,3|19558,0
060880601|Lyautey-Gendarmerie|06088|Nice|16209,2|8649,0|27248,0
060880602|Paschetta|06088|Nice|17155,0|9499,8|27646,0
060880603|Pasteur|06088|Nice|17143,5|9233,1|27731,0
060880604|Pasteur-Voie Romaine|06088|Nice|15094,8|8783,3|25112,7
